event_date,block,horizon_days,orientation,gap_shrank,leader_if_shrank,actual_price_closure,rolloff_closure,raw_state_closure,actual_return_bps,rolloff_segment_bps,actual_supports_closure,rolloff_supports_closure,rolloff_abs_gt_actual_abs
2022-06-17,A_DISCOVERY,3,G_NEG,True,SPOT_LED,-0.01421100368814469,0.20200236872654645,0.18779136503840177,-142.11003688144692,-2020.0236872654646,False,True,True
2022-06-17,A_DISCOVERY,7,G_NEG,True,SPOT_LED,0.02275243098522441,0.34497049375260724,0.36772292473783164,227.5243098522441,-3449.7049375260726,True,True,True
2022-07-20,A_DISCOVERY,1,G_POS,True,SPOT_LED,0.028057896161378118,0.02955962318076845,0.05761751934214657,-280.5789616137812,295.5962318076845,True,True,True
2022-07-20,A_DISCOVERY,3,G_POS,True,SPOT_LED,0.06528974726491014,0.08923348804618536,0.15452323531109552,-652.8974726491015,892.3348804618536,True,True,True
2022-07-20,A_DISCOVERY,7,G_POS,True,SPOT_LED,0.09543046586236384,0.1877610722241604,0.28319153808652425,-954.3046586236384,1877.6107222416042,True,True,True
2022-11-09,A_DISCOVERY,1,G_NEG,True,SPOT_LED,0.04033456938336881,0.011129064024205703,0.05146363340757451,403.3456938336881,-111.29064024205702,True,True,False
2022-11-09,A_DISCOVERY,3,G_NEG,False,,-0.011501102064351018,-0.03834558686152539,-0.0498466889258764,-115.01102064351018,383.45586861525385,False,False,True
2022-11-09,A_DISCOVERY,7,G_NEG,True,SPOT_LED,-0.03491881433115952,0.1833244715316979,0.1484056572005384,-349.18814331159524,-1833.244715316979,False,True,True
2022-11-12,A_DISCOVERY,1,G_NEG,False,,-0.018110174667703413,0.0031463677548377736,-0.01496380691286564,-181.10174667703413,-31.463677548377735,False,True,False
2022-11-12,A_DISCOVERY,3,G_NEG,True,SPOT_LED,0.0071215955334057324,0.045824820632361464,0.052946416165767195,71.21595533405733,-458.2482063236146,True,True,True
2022-11-12,A_DISCOVERY,7,G_NEG,True,SPOT_LED,-0.013985799998592275,0.23317116045757436,0.21918536045898207,-139.85799998592276,-2331.7116045757434,False,True,True
2022-11-15,A_DISCOVERY,1,G_NEG,True,SPOT_LED,-0.030539307800214143,0.17584523776086183,0.1453059299606477,-305.3930780021414,-1758.4523776086182,False,True,True
2022-11-15,A_DISCOVERY,3,G_NEG,True,SPOT_LED,-0.02112000443766816,0.19050652967067014,0.169386525233002,-211.2000443766816,-1905.0652967067015,False,True,True
2022-11-15,A_DISCOVERY,7,G_NEG,True,SPOT_LED,-0.050555684516802764,0.18022474429180727,0.1296690597750045,-505.5568451680276,-1802.2474429180727,False,True,True
2023-01-14,B_REPLICATION_2023,1,G_POS,False,,-0.0029341906316826516,0.0008316681745510549,-0.002102522457131597,29.341906316826517,8.316681745510548,False,True,False
2023-01-14,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,-0.016772582941630056,0.02219265528388124,0.005420072342251184,167.72582941630057,221.9265528388124,False,True,True
2023-01-14,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,-0.10856763034911387,0.20676952297052933,0.09820189262141546,1085.6763034911387,2067.6952297052935,False,True,True
2023-01-17,B_REPLICATION_2023,1,G_POS,True,SPOT_LED,0.014854667662282807,0.0026112312725273777,0.017465898934810185,-148.54667662282807,26.112312725273778,True,True,False
2023-01-17,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,-0.0071274816916353095,0.10058108683997757,0.09345360514834226,71.27481691635309,1005.8108683997757,False,True,True
2023-01-17,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,-0.07784913986928489,0.20134945062827808,0.12350031075899319,778.491398692849,2013.4945062827808,False,True,True
2023-02-10,B_REPLICATION_2023,1,G_NEG,True,SPOT_LED,0.003990252997868471,0.004715397680083055,0.008705650677951525,39.902529978684704,-47.15397680083055,True,True,True
2023-02-10,B_REPLICATION_2023,3,G_NEG,True,SPOT_LED,-0.004761146090659145,0.02236229334358812,0.017601147252928977,-47.611460906591454,-223.6229334358812,False,True,True
2023-02-10,B_REPLICATION_2023,7,G_NEG,True,SPOT_LED,0.10882554210422928,0.08478370203714503,0.19360924414137431,1088.2554210422927,-847.8370203714503,True,True,False
2023-03-17,B_REPLICATION_2023,1,G_POS,True,NONSPOT_LED,-0.0354277297033364,0.0038217947395714088,-0.031605934963764994,354.277297033364,38.217947395714084,False,True,False
2023-03-17,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,-0.04300486620170009,0.17965368073606916,0.13664881453436906,430.0486620170009,1796.5368073606917,False,True,True
2023-03-17,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,-0.053026410704018326,0.2766484655388514,0.2236220548348331,530.2641070401833,2766.484655388514,False,True,True
2023-03-22,B_REPLICATION_2023,1,G_POS,True,SPOT_LED,0.006383944421425029,0.027697523963617944,0.03408146838504297,-63.83944421425029,276.9752396361794,True,True,True
2023-03-22,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,0.03618353130112505,0.12626388011697803,0.1624474114181031,-361.83531301125055,1262.6388011697804,True,True,True
2023-03-22,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,0.017423417042722163,0.17275799815624837,0.19018141519897053,-174.2341704272216,1727.5799815624837,True,True,True
2023-06-23,B_REPLICATION_2023,1,G_POS,True,SPOT_LED,0.019057168168559586,0.019582979790902448,0.03864014795946204,-190.57168168559585,195.82979790902448,True,True,True
2023-06-23,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,0.032571540628391835,0.020583115981882883,0.053154656610274714,-325.71540628391836,205.83115981882884,True,True,False
2023-06-23,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,0.022651623246166066,0.18056396264611616,0.20321558589228222,-226.51623246166065,1805.6396264611615,True,True,True
2023-08-18,B_REPLICATION_2023,1,G_NEG,True,SPOT_LED,0.0133595554213049,-0.0032295978394500423,0.010129957581854858,133.59555421304898,32.29597839450042,True,False,False
2023-08-18,B_REPLICATION_2023,3,G_NEG,True,NONSPOT_LED,0.00425729914328236,-0.009903198340420192,-0.005645899197137832,42.5729914328236,99.03198340420192,True,False,True
2023-08-18,B_REPLICATION_2023,7,G_NEG,True,SPOT_LED,0.001174377414088916,0.12526134803205946,0.12643572544614837,11.74377414088916,-1252.6134803205946,True,True,True
2023-09-05,B_REPLICATION_2023,1,G_NEG,True,NONSPOT_LED,-0.006170368251355629,0.030629336154964132,0.024458967903608502,-61.70368251355629,-306.2933615496413,False,True,True
2023-09-05,B_REPLICATION_2023,3,G_NEG,True,SPOT_LED,0.0016713776652580402,0.08222625136414004,0.08389762902939808,16.713776652580403,-822.2625136414003,True,True,True
2023-09-05,B_REPLICATION_2023,7,G_NEG,True,SPOT_LED,0.013717527252245485,0.08362934157406554,0.09734686882631102,137.17527252245486,-836.2934157406554,True,True,True
2023-10-11,B_REPLICATION_2023,1,G_NEG,True,NONSPOT_LED,-0.0003497260421299563,0.0028175028234543966,0.0024677767813244406,-3.4972604212995626,-28.175028234543966,False,True,True
2023-10-11,B_REPLICATION_2023,3,G_NEG,True,NONSPOT_LED,0.009098490910516973,-0.015030312722293196,-0.005931821811776223,90.98490910516973,150.30312722293198,True,False,True
2023-10-11,B_REPLICATION_2023,7,G_NEG,False,,0.06058482875840913,0.03104585401932236,0.09163068277773148,605.8482875840913,-310.4585401932236,True,True,False
2023-10-18,B_REPLICATION_2023,1,G_POS,True,NONSPOT_LED,-0.00950625422317263,-0.0003497260421299563,-0.009855980265302586,95.0625422317263,-3.4972604212995626,False,False,False
2023-10-18,B_REPLICATION_2023,3,G_POS,True,NONSPOT_LED,-0.052168050084840274,0.009098490910516973,-0.0430695591743233,521.6805008484027,90.98490910516973,False,True,False
2023-10-18,B_REPLICATION_2023,7,G_POS,True,NONSPOT_LED,-0.19580045793692596,0.06058482875840913,-0.13521562917851684,1958.0045793692595,605.8482875840913,False,True,False
2023-10-24,B_REPLICATION_2023,1,G_POS,True,NONSPOT_LED,-0.015837594161634595,-0.008275238703798074,-0.02411283286543267,158.37594161634595,-82.75238703798074,False,False,False
2023-10-24,B_REPLICATION_2023,3,G_POS,True,NONSPOT_LED,0.001995570650242857,0.031273431202717646,0.0332690018529605,-19.95570650242857,312.73431202717643,True,True,True
2023-10-24,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,-0.014238031051819176,0.1716876250714933,0.15744959401967412,142.38031051819175,1716.876250714933,False,True,True
2023-10-29,B_REPLICATION_2023,1,G_POS,True,SPOT_LED,-0.0017947530018298029,0.04395441179784146,0.042159658796011655,17.94753001829803,439.5441179784146,False,True,True
2023-10-29,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,-0.0017825645438928745,0.14354569501998857,0.1417631304760957,17.825645438928746,1435.4569501998856,False,True,True
2023-10-29,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,-0.016073171205463938,0.14112198709534832,0.12504881588988437,160.7317120546394,1411.2198709534832,False,True,True
2023-11-17,B_REPLICATION_2023,1,G_NEG,True,SPOT_LED,0.019134011909791672,0.006648504114663132,0.025782516024454805,191.34011909791673,-66.48504114663132,True,True,False
2023-11-17,B_REPLICATION_2023,3,G_NEG,True,SPOT_LED,0.034310568338120774,0.014002750511748072,0.04831331884986885,343.10568338120777,-140.02750511748073,True,True,False
2023-11-17,B_REPLICATION_2023,7,G_NEG,True,SPOT_LED,0.047414936567845345,0.03813407126654449,0.08554900783438985,474.1493656784535,-381.3407126654449,True,True,False
2023-12-07,B_REPLICATION_2023,1,G_POS,True,NONSPOT_LED,-0.0031394731652027085,0.029821287618080096,0.026681814452877387,31.394731652027087,298.21287618080095,False,True,True
2023-12-07,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,-0.003240553135174843,0.05186284615411877,0.04862229301894393,32.40553135174843,518.6284615411877,False,True,True
2023-12-07,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,0.02525049001971438,0.14840442169214949,0.17365491171186387,-252.5049001971438,1484.0442169214948,True,True,True
2023-12-10,B_REPLICATION_2023,1,G_POS,True,SPOT_LED,0.04753273275328037,0.04840537229170666,0.09593810504498704,-475.3273275328037,484.05372291706664,True,True,True
2023-12-10,B_REPLICATION_2023,3,G_POS,True,SPOT_LED,0.045723359450321785,0.10033754390027205,0.14606090335059385,-457.23359450321783,1003.3754390027206,True,True,True
2023-12-10,B_REPLICATION_2023,7,G_POS,True,SPOT_LED,0.03997920365539223,0.09978212867320553,0.13976133232859778,-399.7920365539223,997.8212867320553,True,True,True
2023-12-15,B_REPLICATION_2023,1,G_NEG,True,SPOT_LED,0.0187687769497795,-0.004192504956361243,0.014576271993418256,187.687769497795,41.92504956361243,True,False,False
2023-12-15,B_REPLICATION_2023,3,G_NEG,True,SPOT_LED,-0.00725719807456263,0.04743165278330832,0.040174454708745685,-72.57198074562629,-474.31652783308317,False,True,True
2023-12-15,B_REPLICATION_2023,7,G_NEG,True,SPOT_LED,0.041156507755551415,0.04733834304371355,0.08849485079926497,411.56507755551416,-473.38343043713553,True,True,True
2024-01-15,C_REPLICATION_2024,1,G_NEG,False,,0.01695506006898734,-0.042744129203125016,-0.025789069134137674,169.55060068987342,427.44129203125016,True,False,True
2024-01-15,C_REPLICATION_2024,3,G_NEG,True,NONSPOT_LED,-0.013581342957415664,-0.023464697373882775,-0.037046040331298435,-135.81342957415663,234.64697373882774,False,False,True
2024-01-15,C_REPLICATION_2024,7,G_NEG,True,NONSPOT_LED,-0.0482743245548039,0.05529946552022343,0.007025140965419535,-482.743245548039,-552.9946552022343,False,True,True
2024-02-14,C_REPLICATION_2024,1,G_POS,True,SPOT_LED,-0.013173074432743568,0.04134590057780463,0.02817282614506106,131.73074432743567,413.4590057780463,False,True,True
2024-02-14,C_REPLICATION_2024,3,G_POS,True,SPOT_LED,0.012290489686875147,0.0886702609453925,0.10096075063226764,-122.90489686875146,886.702609453925,True,True,True
2024-02-14,C_REPLICATION_2024,7,G_POS,True,SPOT_LED,0.004565347124172827,0.17637779782327534,0.18094314494744818,-45.653471241728276,1763.7779782327534,True,True,True
2024-02-29,C_REPLICATION_2024,1,G_POS,True,NONSPOT_LED,0.012048590992840122,-0.008310024260054437,0.003738566732785685,-120.48590992840123,-83.10024260054438,True,False,False
2024-02-29,C_REPLICATION_2024,3,G_POS,True,NONSPOT_LED,-0.010769349989192932,-0.0019562976750096017,-0.012725647664202533,107.69349989192932,-19.562976750096016,False,False,False
2024-02-29,C_REPLICATION_2024,7,G_POS,True,SPOT_LED,-0.07931556373987514,0.1887283550305832,0.10941279129070805,793.1556373987514,1887.2835503058318,False,True,True
2024-11-12,C_REPLICATION_2024,1,G_POS,True,NONSPOT_LED,-0.058310981064823,0.05733425734264464,-0.0009767237221783576,583.10981064823,573.3425734264464,False,True,False
2024-11-12,C_REPLICATION_2024,3,G_POS,True,SPOT_LED,-0.026595740977569435,0.07843687453628131,0.05184113355871188,265.9574097756944,784.3687453628131,False,True,True
2024-11-12,C_REPLICATION_2024,7,G_POS,True,SPOT_LED,-0.061533432187948045,0.21502238929413522,0.15348895710618718,615.3343218794804,2150.2238929413525,False,True,True
