event_date,block,horizon_days,future_date,orientation,available,G0,Gh,AGR,resolution_fraction,gap_shrank,gap_crossed,spot_close,nonspot_close,leader_if_shrank,O_z_move_toward_spot,R_z_move_toward_spot,L_z_move_toward_spot
2022-06-02,A_DISCOVERY,7,2022-06-09,G_POS,True,2.535892963067952,0.9087979553079772,0.35837394107064485,0.6416260589293552,True,False,0.30986061435225515,1.3172343934077198,NONSPOT_LED,1.3172343934077198,0.38631823685192224,0.784731513129894
2022-06-05,A_DISCOVERY,1,2022-06-06,G_POS,True,2.6886788979430967,1.4709641059740102,0.5470954925481554,0.45290450745184463,True,False,-0.031621958784091464,1.2493367507531778,NONSPOT_LED,1.9597788872265423,0.0,-0.2692639696355963
2022-06-05,A_DISCOVERY,3,2022-06-08,G_POS,True,2.6886788979430967,1.8070882634734113,0.6721101076279049,0.3278898923720951,True,False,0.31699748861402477,0.5645931458556603,NONSPOT_LED,0.5645931458556603,-0.14988683543924375,-0.16232209720367763
2022-06-05,A_DISCOVERY,7,2022-06-12,G_POS,True,2.6886788979430967,1.4899843724933364,0.5541696978516883,0.44583030214831165,True,False,1.2038269802765993,-0.005132454826838995,SPOT_LED,-0.005132454826838995,-1.4239249366728024,3.1679545335544645
2022-06-10,A_DISCOVERY,1,2022-06-11,G_POS,True,3.0056258645380085,2.4732806838636168,0.822883750451017,0.17711624954898297,True,False,0.3687074708185255,0.16363770985586656,SPOT_LED,0.08061993872108575,-1.6487551898316712,0.2979000664225011
2022-06-10,A_DISCOVERY,3,2022-06-13,G_POS,True,3.0056258645380085,-1.361979785066168,0.4531434870638886,0.5468565129361114,True,True,3.581701921371253,0.7859037282329235,SPOT_LED,-1.5150718742920577,-1.5264790872365044,2.3111850354594856
2022-06-10,A_DISCOVERY,7,2022-06-17,G_POS,True,3.0056258645380085,-2.7626319097302536,0.9191536253148709,0.08084637468512912,True,True,4.272363772902078,1.4958940013661848,SPOT_LED,-0.2754065017555738,-0.816488814103243,2.05745382617934
2022-06-14,A_DISCOVERY,1,2022-06-15,G_NEG,True,-3.0042415378537015,-4.154394695305663,1.3828431046438618,-0.38284310464386184,False,False,-1.2351266153757239,0.08497345792376232,,1.0753321856460665,-0.0035499513656596093,0.08497345792376232
2022-06-14,A_DISCOVERY,3,2022-06-17,G_NEG,True,-3.0042415378537015,-2.7626319097302536,0.9195771627949532,0.08042283720504684,True,False,-0.5732059281007951,0.8148155562242428,NONSPOT_LED,4.849696227189504,-2.626964010593059,0.3875180879777226
2022-06-14,A_DISCOVERY,7,2022-06-21,G_NEG,True,-3.0042415378537015,0.6586432734947678,0.21923778937073002,0.78076221062927,True,True,3.3435889286000484,0.3192958827484206,SPOT_LED,3.7779145456125462,-4.043000166453278,0.3192958827484206
2022-06-17,A_DISCOVERY,1,2022-06-18,G_NEG,True,-2.7626319097302536,-4.0202703321738955,1.4552319901953348,-0.4552319901953348,False,False,-0.7463885166899065,-0.5112499057537359,,-0.046552276344242305,-1.419980546266515,-0.0839524375072156
2022-06-17,A_DISCOVERY,3,2022-06-20,G_NEG,True,-2.7626319097302536,-0.6404701848907381,0.23183334074834253,0.7681666592516575,True,False,2.52081088861251,-0.3986491637729941,SPOT_LED,-0.39569434892606825,-1.416036155860219,0.028648304473526176
2022-06-17,A_DISCOVERY,7,2022-06-24,G_NEG,True,-2.7626319097302536,1.4866539765627556,0.5381295898764573,0.4618704101235427,True,True,4.852475893325344,-0.6031900070323342,SPOT_LED,-1.5699054757752982,-3.701810396308678,-0.1758925387858139
2022-07-20,A_DISCOVERY,1,2022-07-21,G_POS,True,2.9004378229613477,2.153499030854169,0.7424737788915765,0.2575262211084235,True,False,0.7264928971069062,0.020445895000272135,SPOT_LED,-1.3507495157014917,0.49053873416479643,0.020445895000272135
2022-07-20,A_DISCOVERY,3,2022-07-23,G_POS,True,2.9004378229613477,0.3884171393467703,0.13391672673410263,0.8660832732658974,True,False,1.9813334709669939,0.5306872126475835,SPOT_LED,-0.09931794670737126,2.1154482910856807,0.12103916077074478
2022-07-20,A_DISCOVERY,7,2022-07-27,G_POS,True,2.9004378229613477,-1.0480151720189204,0.3613299908456223,0.6386700091543778,True,True,3.7197845983019104,0.2286683966783575,SPOT_LED,-1.5580316256963038,2.4833523417092773,0.2286683966783575
2022-11-09,A_DISCOVERY,1,2022-11-10,G_NEG,True,-2.8597291759701697,-2.654905397644238,0.9283765119973485,0.0716234880026515,True,False,0.9208216614626248,-0.7159978831366931,SPOT_LED,0.8483461990630232,-0.7159978831366931,-0.08290418204691857
2022-11-09,A_DISCOVERY,3,2022-11-12,G_NEG,True,-2.8597291759701697,-4.268353674168905,1.492572691860185,-0.49257269186018493,False,False,-0.8918902120964605,-0.5167342861022753,,0.6629573519364618,-2.7124905311874152,0.21108731959969548
2022-11-09,A_DISCOVERY,7,2022-11-16,G_NEG,True,-2.8597291759701697,-0.6482908551075566,0.22669659090624286,0.7733034090937572,True,False,2.714761971238249,-0.5033236503756362,SPOT_LED,-0.7211677859658059,-2.490427419605885,0.22449795532633463
2022-11-12,A_DISCOVERY,1,2022-11-13,G_NEG,True,-4.268353674168905,-4.613531512114513,1.0808690807499257,-0.08086908074992571,False,False,-0.26774241597335013,-0.07743542197225758,,0.3417305937816817,-0.0,-0.07743542197225758
2022-11-12,A_DISCOVERY,3,2022-11-15,G_NEG,True,-4.268353674168905,-3.2926978845554755,0.7714210526841124,0.22857894731588757,True,False,1.0216855807712695,-0.04602979115783948,SPOT_LED,-2.193056085593944,0.6890182527576332,-0.04602979115783948
2022-11-12,A_DISCOVERY,7,2022-11-19,G_NEG,True,-4.268353674168905,0.15896746884482887,0.037243274803319,0.962756725196681,True,True,3.995664884732263,0.431656258281471,SPOT_LED,,2.8829662176485336,0.17610254399954828
2022-11-15,A_DISCOVERY,1,2022-11-16,G_NEG,True,-3.2926978845554755,-0.6482908551075566,0.19688743936951805,0.803112560630482,True,False,2.58496660256344,0.05944042688447862,SPOT_LED,0.8089309476916762,-0.46695514117610304,0.05944042688447862
2022-11-15,A_DISCOVERY,3,2022-11-18,G_NEG,True,-3.2926978845554755,-0.16561691330097814,0.05029824147481327,0.9497017585251867,True,False,3.016286567636176,0.11079440361832152,SPOT_LED,2.654330945910953,0.46311188898534894,0.11079440361832152
2022-11-15,A_DISCOVERY,7,2022-11-22,G_NEG,True,-3.2926978845554755,-0.6401892423587086,0.19442696074897747,0.8055730392510225,True,False,2.401047992387387,0.2514606498093797,SPOT_LED,0.6803793778021916,1.7121688509790471,-0.007141996305951581
2023-01-14,B_REPLICATION_2023,1,2023-01-15,G_POS,True,3.9284649501524043,3.9722078723144523,1.0111348637997524,-0.01113486379975237,False,False,-0.043742922162048004,0.0,,0.5033697213407251,0.0,-0.008301048594646476
2023-01-14,B_REPLICATION_2023,3,2023-01-17,G_POS,True,3.9284649501524043,3.798593843754692,0.9669410041719542,0.033058995828045834,True,False,0.1127644567008419,0.017106649696870646,SPOT_LED,-0.3757561839977497,0.017106649696870646,0.34735669062163155
2023-01-14,B_REPLICATION_2023,7,2023-01-21,G_POS,True,3.9284649501524043,2.10287609439537,0.5352920596412064,0.4647079403587936,True,False,2.043087687617241,-0.2174988318602062,SPOT_LED,0.8048031685881134,-0.2174988318602062,0.2899993323488936
2023-01-17,B_REPLICATION_2023,1,2023-01-18,G_POS,True,3.798593843754692,3.493867664951026,0.9197792153260425,0.08022078467395755,True,False,0.36337754919293364,-0.05865137038926793,SPOT_LED,-0.9760063799502822,-0.05865137038926793,-0.07686106067861978
2023-01-17,B_REPLICATION_2023,3,2023-01-20,G_POS,True,3.798593843754692,1.3264318135223805,0.34919021829701036,0.6508097817029896,True,False,1.9442996967288897,0.5278623335034215,SPOT_LED,-0.055034517231130176,0.5278623335034215,-0.14849689057817972
2023-01-17,B_REPLICATION_2023,7,2023-01-24,G_POS,True,3.798593843754692,1.2439169450883538,0.32746774102566684,0.6725322589743332,True,False,2.518357988998167,0.036318909668171084,SPOT_LED,0.5052014563964005,-0.0058651370389316,0.4888683105913166
2023-02-10,B_REPLICATION_2023,1,2023-02-11,G_NEG,True,-2.958993517111224,-2.543167204388758,0.8594703535787315,0.14052964642126853,True,False,0.2120414306157954,0.20378488210667112,SPOT_LED,0.35119494123509276,-1.6763079169344797,0.12397433200400843
2023-02-10,B_REPLICATION_2023,3,2023-02-13,G_NEG,True,-2.958993517111224,-2.242993166417001,0.7580257115962753,0.2419742884037247,True,False,0.5285003451234691,0.18750000557075408,SPOT_LED,0.1351885787542375,-1.7424344619812013,0.18750000557075408
2023-02-10,B_REPLICATION_2023,7,2023-02-17,G_NEG,True,-2.958993517111224,1.8635324010133036,0.6297859019416217,0.37021409805837835,True,True,4.4351888435022095,0.38733707462231803,SPOT_LED,-0.10598944600828286,-2.1920949682989415,0.38733707462231803
2023-03-17,B_REPLICATION_2023,1,2023-03-18,G_POS,True,3.8783078150996,3.4021738510025568,0.8772315177657409,0.12276848223425907,True,False,0.0,0.47613396409704345,NONSPOT_LED,0.47613396409704345,0.0,0.17154472192140247
2023-03-17,B_REPLICATION_2023,3,2023-03-20,G_POS,True,3.8783078150996,1.8084199295211598,0.466290974244064,0.533709025755936,True,False,2.0082208376604727,0.06166704791796773,SPOT_LED,0.06166704791796773,0.0,0.5244076082260086
2023-03-17,B_REPLICATION_2023,7,2023-03-24,G_POS,True,3.8783078150996,-0.0694266804868151,0.017901281640542534,0.9820987183594575,True,True,3.954969930195671,-0.007235434609255353,SPOT_LED,-0.007235434609255353,-2.2377997469053734,0.547434008353608
2023-03-22,B_REPLICATION_2023,1,2023-03-23,G_POS,True,3.1995660774345405,2.93614749890017,0.9176705302659093,0.08232946973409072,True,False,0.6313226291579732,-0.3679040506236028,SPOT_LED,-0.03588467078079449,-0.3679040506236028,-0.13016395007620185
2023-03-22,B_REPLICATION_2023,3,2023-03-25,G_POS,True,3.1995660774345405,-0.4241762649223999,0.13257305980144368,0.8674269401985564,True,True,3.6496574932707055,-0.02591515091376545,SPOT_LED,,0.15183341771766729,0.20802894001160172
2023-03-22,B_REPLICATION_2023,7,2023-03-29,G_POS,True,3.1995660774345405,-1.3979537593075249,0.43691979645828255,0.5630802035417175,True,True,4.2645944745005355,0.3329253622415302,SPOT_LED,-0.7603706105016357,0.7909937088407275,-0.11121524046461642
2023-06-23,B_REPLICATION_2023,1,2023-06-24,G_POS,True,3.0707221769854085,2.0524395783649005,0.6683898640351186,0.3316101359648814,True,False,0.8008252913142497,0.21745730730625812,SPOT_LED,0.5879960964808376,-0.4496605063177346,0.03954049943099747
2023-06-23,B_REPLICATION_2023,3,2023-06-26,G_POS,True,3.0707221769854085,2.1622517502976906,0.7041508888376277,0.29584911116237234,True,False,1.1821255720198853,-0.27365514533216745,SPOT_LED,-0.13237337658548132,-0.4496605063177346,0.6599357663933543
2023-06-23,B_REPLICATION_2023,7,2023-06-30,G_POS,True,3.0707221769854085,-0.9710559970860101,0.3162304959933939,0.6837695040066061,True,True,3.9962689019106126,0.045509272160805914,SPOT_LED,1.1219754871037095,-0.524603924037364,-0.13240753571445474
2023-08-18,B_REPLICATION_2023,1,2023-08-19,G_NEG,True,-2.7705708678972982,-2.4787048613039406,0.8946549211300749,0.10534507886992506,True,False,0.23764223965504216,0.054223766938315654,SPOT_LED,0.3147623544224123,-0.7141666865046294,-0.08880420531898148
2023-08-18,B_REPLICATION_2023,3,2023-08-21,G_NEG,True,-2.7705708678972982,-1.6780010612232266,0.6056517379383013,0.3943482620616987,True,False,-0.2004604071836118,1.2930302138576835,NONSPOT_LED,2.844611165535104,-0.6568570141308022,-0.3035043716957353
2023-08-18,B_REPLICATION_2023,7,2023-08-25,G_NEG,True,-2.7705708678972982,-0.042703208755308975,0.015413144363175313,0.9845868556368247,True,False,3.3603591131807824,-0.6324914540387931,SPOT_LED,-0.5512355109406679,-0.581913596411182,-2.229026039592212
2023-09-05,B_REPLICATION_2023,1,2023-09-06,G_NEG,True,-3.8762490730220422,-2.276219677730153,0.5872222436819682,0.4127777563180318,True,False,0.7707853446799773,0.8292440506119118,NONSPOT_LED,0.7941488730289306,0.8292440506119118,0.45191436935340557
2023-09-05,B_REPLICATION_2023,3,2023-09-08,G_NEG,True,-3.8762490730220422,0.05377163925447373,0.01387208051946768,0.9861279194805324,True,True,2.6452764085115765,1.284744303764939,SPOT_LED,-0.8745416282812075,1.284744303764939,1.0393462222669962
2023-09-05,B_REPLICATION_2023,7,2023-09-12,G_NEG,True,-3.8762490730220422,0.8787205835706335,0.22669352949643046,0.7733064705035695,True,True,3.104073226254733,1.6508964303379425,SPOT_LED,-0.7077298121789307,1.6508964303379425,0.7110996282141189
2023-10-11,B_REPLICATION_2023,1,2023-10-12,G_NEG,True,-2.7660950327144795,-2.0753417063986035,0.7502785268957256,0.2497214731042744,True,False,0.07713816642463867,0.6136151598912376,NONSPOT_LED,2.220833084990511,0.21494760466833407,0.6136151598912376
2023-10-11,B_REPLICATION_2023,3,2023-10-14,G_NEG,True,-2.7660950327144795,-1.64246064384895,0.5937831579984212,0.4062168420015788,True,False,-0.20087656753054206,1.3245109563960717,NONSPOT_LED,0.2194615756657985,1.8529965919686355,1.1581356988003124
2023-10-11,B_REPLICATION_2023,7,2023-10-18,G_NEG,True,-2.7660950327144795,3.2245274779463324,1.1657327169927256,-0.16573271699272563,False,True,3.056315897999953,2.9343066126608592,,1.102327929443175,4.358247984310268,0.9461359567588854
2023-10-18,B_REPLICATION_2023,1,2023-10-19,G_POS,True,3.2245274779463324,1.3327621392677573,0.41332013710008125,0.5866798628999188,True,False,-0.2882342483182656,2.179999586996841,NONSPOT_LED,2.292710968552953,0.3372453797382975,0.1918289310948671
2023-10-18,B_REPLICATION_2023,3,2023-10-21,G_POS,True,3.2245274779463324,2.453261367072116,0.7608126721979658,0.23918732780203422,True,False,-1.2646715084426567,2.035937619316873,NONSPOT_LED,2.035937619316873,2.231007896730262,1.0550014638786986
2023-10-18,B_REPLICATION_2023,7,2023-10-25,G_POS,True,3.2245274779463324,2.9238009581907995,0.9067378021082759,0.09326219789172407,True,False,-2.9034890644065974,3.2042155841621307,NONSPOT_LED,2.45863164625934,4.496605063177278,1.2160449282601566
2023-10-24,B_REPLICATION_2023,1,2023-10-25,G_POS,True,3.988263860785117,2.9238009581907995,0.7331011839360171,0.2668988160639829,True,False,0.0,1.0644629025943175,NONSPOT_LED,1.005566663760817,1.4613966455326197,0.332786910688581
2023-10-24,B_REPLICATION_2023,3,2023-10-27,G_POS,True,3.988263860785117,2.4607625570652942,0.6170009415026207,0.38299905849737925,True,False,0.6281802910843695,0.8993210126354536,NONSPOT_LED,1.7269409108355926,0.8993210126354536,0.10673327918209874
2023-10-24,B_REPLICATION_2023,7,2023-10-31,G_POS,True,3.988263860785117,-0.4548279852358598,0.11404159832752987,0.8859584016724701,True,True,4.555898662936913,-0.11280681691593608,SPOT_LED,0.5738808821533541,-0.2853614751631707,0.3122158180145407
2023-10-29,B_REPLICATION_2023,1,2023-10-30,G_POS,True,2.9950835364568653,1.67296314035647,0.5585697760989858,0.44143022390101416,True,False,1.3203019722623672,0.0018184238380281048,SPOT_LED,0.3396228603334084,0.0,-0.2417647813050856
2023-10-29,B_REPLICATION_2023,3,2023-11-01,G_POS,True,2.9950835364568653,-1.7390356626099606,0.5806301031146568,0.4193698968853432,True,True,4.48886933661921,0.24524986244761604,SPOT_LED,0.6056535035832367,-1.4613966455326184,0.001666657304502328
2023-10-29,B_REPLICATION_2023,7,2023-11-05,G_POS,True,2.9950835364568653,-1.706306251411248,0.5697023908153761,0.4302976091846239,True,True,4.011393493690891,0.6899962941772224,SPOT_LED,0.7277293575887871,0.7177273466225453,0.3732798614355466
2023-11-17,B_REPLICATION_2023,1,2023-11-18,G_NEG,True,-3.612616967664408,-2.475429443348918,0.685217797930376,0.31478220206962404,True,False,0.7517642331860086,0.3854232911294817,SPOT_LED,0.8616159069577392,0.3854232911294817,-0.1334219431877255
2023-11-17,B_REPLICATION_2023,3,2023-11-20,G_NEG,True,-3.612616967664408,-1.8150465604746813,0.5024187664290705,0.49758123357092954,True,False,1.4121471160602455,0.3854232911294817,SPOT_LED,0.30857363244642455,0.3854232911294817,0.29685876718452286
2023-11-17,B_REPLICATION_2023,7,2023-11-24,G_NEG,True,-3.612616967664408,0.029422051192531162,0.008144248741530106,0.9918557512584699,True,True,2.4994454557989023,1.142593563058037,SPOT_LED,-0.4342954409193146,1.9271164556474,0.14930163547545572
2023-12-07,B_REPLICATION_2023,1,2023-12-08,G_POS,True,3.72504005222972,2.053737875998608,0.5513330990278318,0.4486669009721682,True,False,0.8281887268853563,0.8431134493457557,NONSPOT_LED,0.13718024773968812,0.8431134493457557,-0.02242330997357067
2023-12-07,B_REPLICATION_2023,3,2023-12-10,G_POS,True,3.72504005222972,3.7189335710447233,0.9983606938182205,0.001639306181779543,True,False,1.5990092224811168,-1.59290274129612,SPOT_LED,-1.181119356453384,-1.68622689869148,-0.08029336571789614
2023-12-07,B_REPLICATION_2023,7,2023-12-14,G_POS,True,3.72504005222972,-2.4775376018106767,0.665103614208841,0.334896385791159,True,True,5.443775549629221,0.7588021044111757,SPOT_LED,-0.942823151816467,0.7588021044111757,-0.9219432206036962
2023-12-10,B_REPLICATION_2023,1,2023-12-11,G_POS,True,3.7189335710447233,0.8661680329334552,0.23290763773716217,0.7670923622628378,True,False,2.9460896955066276,-0.09332415739535982,SPOT_LED,-0.0971593967403741,0.0,0.07761932021675877
2023-12-10,B_REPLICATION_2023,3,2023-12-13,G_POS,True,3.7189335710447233,-0.5962104879798826,0.16031759551230573,0.8396824044876943,True,True,4.4927795613545385,-0.17763550232993253,SPOT_LED,-0.5267062033820287,-0.08431134493457271,-0.3818758315813846
2023-12-10,B_REPLICATION_2023,7,2023-12-17,G_POS,True,3.7189335710447233,-3.4523541863300977,0.9283183257721546,0.07168167422784544,True,True,4.237040810299409,2.934246947075412,SPOT_LED,0.45540950378267236,3.5410764872521208,-0.6945127311661219
2023-12-15,B_REPLICATION_2023,1,2023-12-16,G_NEG,True,-3.6397028932059516,-3.286830992091579,0.903049256637661,0.096950743362339,True,False,0.49159344503598557,-0.13872154392161296,SPOT_LED,-0.5319077467437008,-0.5058680696074429,-0.13872154392161296
2023-12-15,B_REPLICATION_2023,3,2023-12-18,G_NEG,True,-3.6397028932059516,-2.3150015959574595,0.6360413648813905,0.3639586351186095,True,False,1.291460541087367,0.03324075616112521,SPOT_LED,-0.614531847345818,-0.5058680696074429,0.03324075616112521
2023-12-15,B_REPLICATION_2023,7,2023-12-22,G_NEG,True,-3.6397028932059516,0.5942636110756669,0.16327256056667389,0.8367274394333262,True,True,2.8179897115424106,1.4159767927392082,SPOT_LED,-0.9647627991655137,1.507685227065327,0.31693657961781874
2024-01-15,C_REPLICATION_2024,1,2024-01-16,G_NEG,True,-3.2741543577066983,-3.926419810141975,1.199216463603793,-0.19921646360379297,False,False,-0.698382355141965,0.04611690270668789,,-0.38842174230993154,-0.0,0.04611690270668789
2024-01-15,C_REPLICATION_2024,3,2024-01-18,G_NEG,True,-3.2741543577066983,-2.897596356841391,0.8849907610559149,0.1150092389440851,True,False,-1.003227404629692,1.379785405494999,NONSPOT_LED,-0.034762922112440586,1.6862268986914941,0.19771955053273493
2024-01-15,C_REPLICATION_2024,7,2024-01-22,G_NEG,True,-3.2741543577066983,-1.2514015468174033,0.38220603248953633,0.6177939675104637,True,False,0.2171629335720442,1.8055898773172505,NONSPOT_LED,-1.0525465862436676,2.76541211385405,0.35109583567226066
2024-02-14,C_REPLICATION_2024,1,2024-02-15,G_POS,True,3.26481591594055,2.670082760625907,0.8178356236225012,0.18216437637749883,True,False,0.5897088196421678,0.005024335672475261,SPOT_LED,-0.7679949256588467,0.6744907594765983,0.005024335672475261
2024-02-14,C_REPLICATION_2024,3,2024-02-17,G_POS,True,3.26481591594055,0.6605627589020787,0.20232771951302478,0.7976722804869752,True,False,2.1830912488710137,0.4211619081674581,SPOT_LED,-0.49671388738795375,0.6070416835289403,0.4211619081674581
2024-02-14,C_REPLICATION_2024,7,2024-02-21,G_POS,True,3.26481591594055,-0.7406671832312408,0.2268633828985315,0.7731366171014685,True,True,4.085730346071139,-0.08024724689934781,SPOT_LED,-1.0760644606443963,0.8864735695978159,0.4598800107998862
2024-02-29,C_REPLICATION_2024,1,2024-03-01,G_POS,True,3.0200830025443475,2.556168553632914,0.8463901659257058,0.15360983407429418,True,False,0.20979095944888293,0.2541234894625502,NONSPOT_LED,0.2541234894625502,0.3211860759412391,0.0301588402509958
2024-02-29,C_REPLICATION_2024,3,2024-03-03,G_POS,True,3.0200830025443475,1.8898499500519774,0.6257609305637707,0.3742390694362293,True,False,-0.11236537147786674,1.2425984239702368,NONSPOT_LED,1.6201660431734592,0.8350837974472091,0.5576090495443058
2024-02-29,C_REPLICATION_2024,7,2024-03-07,G_POS,True,3.0200830025443475,0.20412756737117754,0.06759005206121983,0.9324099479387802,True,False,2.324662084622418,0.4912933505507519,SPOT_LED,0.4912933505507519,0.5197374683412709,0.7416008449033789
2024-11-12,C_REPLICATION_2024,1,2024-11-13,G_POS,True,3.1433459060514743,2.602050799704092,0.8277965192105338,0.17220348078946623,True,False,-0.014676686061893651,0.5559717924092759,NONSPOT_LED,0.5559717924092759,-1.0117361392148974,0.15898200343253555
2024-11-12,C_REPLICATION_2024,3,2024-11-15,G_POS,True,3.1433459060514743,1.738699991767561,0.5531367032881327,0.4468632967118673,True,False,0.7789879830471791,0.6256579312367343,SPOT_LED,0.6256579312367343,-0.08431134493458359,0.9101463043305684
2024-11-12,C_REPLICATION_2024,7,2024-11-19,G_POS,True,3.1433459060514743,0.6619572772466995,0.21059002000776286,0.7894099799922372,True,False,2.306393493127441,0.17499513567733346,SPOT_LED,0.17499513567733346,0.36534916138314844,2.3122565003345037
